,GradeID,StudentID,Date,ActivityID,Grade,User_Id
7858,7859,12,01-11-2024,50,5,19262
7859,7860,12,03-03-2025,50,5,19262
7860,7861,12,05-01-2024,51,3,19262
7861,7862,12,17-02-2024,51,3,19262
7862,7863,12,27-03-2024,51,3,19262
7863,7864,12,05-04-2024,51,3,19262
7864,7865,12,27-05-2024,51,4,19262
7865,7866,12,12-06-2024,51,5,19262
7866,7867,12,28-07-2024,51,5,19262
7867,7868,12,05-08-2024,51,5,19262
7868,7869,12,07-09-2024,51,5,19262
7869,7870,12,19-10-2024,51,5,19262
7870,7871,12,03-11-2024,51,5,19262
7871,7872,12,13-06-2025,51,5,19262
7872,7873,12,28-01-2024,52,1,19262
7873,7874,12,02-02-2024,52,1,19262
7874,7875,12,13-03-2024,52,2,19262
7875,7876,12,11-04-2024,52,2,19262
7876,7877,12,09-05-2024,52,3,19262
7877,7878,12,29-06-2024,52,3,19262
7878,7879,12,17-07-2024,52,3,19262
7879,7880,12,23-08-2024,52,3,19262
7880,7881,12,08-09-2024,52,3,19262
7881,7882,12,15-10-2024,52,4,19262
7882,7883,12,27-11-2024,52,5,19262
7883,7884,12,27-04-2025,52,5,19262
7884,7885,12,28-01-2024,53,1,19262
7885,7886,12,13-02-2024,53,2,19262
7886,7887,12,29-03-2024,53,2,19262
7887,7888,12,19-04-2024,53,2,19262
7888,7889,12,02-05-2024,53,3,19262
7889,7890,12,19-06-2024,53,3,19262
7890,7891,12,08-07-2024,53,3,19262
7891,7892,12,16-08-2024,53,4,19262
7892,7893,12,24-09-2024,53,5,19262
7893,7894,12,29-10-2024,53,5,19262
7894,7895,12,13-11-2024,53,5,19262
7895,7896,12,02-03-2025,53,5,19262
7896,7897,12,21-01-2024,54,1,19262
7897,7898,12,24-02-2024,54,1,19262
7898,7899,12,13-03-2024,54,2,19262
7899,7900,12,26-04-2024,54,2,19262
7900,7901,12,11-05-2024,54,3,19262
7901,7902,12,26-06-2024,54,4,19262
7902,7903,12,07-07-2024,54,4,19262
7903,7904,12,31-08-2024,54,4,19262
7904,7905,12,07-09-2024,54,5,19262
7905,7906,12,21-10-2024,54,5,19262
7906,7907,12,22-11-2024,54,5,19262
7907,7908,12,25-05-2025,54,5,19262
7908,7909,12,19-01-2024,55,1,19262
7909,7910,12,01-02-2024,55,1,19262
7910,7911,12,31-03-2024,55,1,19262
7911,7912,12,01-04-2024,55,1,19262
7912,7913,12,12-05-2024,55,1,19262
7913,7914,12,26-06-2024,55,2,19262
7914,7915,12,04-07-2024,55,3,19262
7915,7916,12,14-08-2024,55,4,19262
7916,7917,12,07-09-2024,55,4,19262
7917,7918,12,23-10-2024,55,5,19262
7918,7919,12,14-11-2024,55,5,19262
7919,7920,12,25-10-2025,55,5,19262
7920,7921,13,31-01-2024,1,2,19759
7921,7922,13,29-02-2024,1,3,19759
7922,7923,13,16-03-2024,1,4,19759
7923,7924,13,03-04-2024,1,5,19759
7924,7925,13,14-05-2024,1,5,19759
7925,7926,13,01-06-2024,1,5,19759
7926,7927,13,20-07-2024,1,5,19759
7927,7928,13,22-08-2024,1,5,19759
7928,7929,13,03-09-2024,1,5,19759
7929,7930,13,22-10-2024,1,5,19759
7930,7931,13,27-11-2024,1,5,19759
7931,7932,13,21-11-2025,1,5,19759
7932,7933,13,13-01-2024,2,2,19759
7933,7934,13,27-02-2024,2,2,19759
7934,7935,13,23-03-2024,2,2,19759
7935,7936,13,28-04-2024,2,2,19759
7936,7937,13,16-05-2024,2,3,19759
7937,7938,13,14-06-2024,2,3,19759
7938,7939,13,22-07-2024,2,4,19759
7939,7940,13,03-08-2024,2,4,19759
7940,7941,13,24-09-2024,2,4,19759
7941,7942,13,12-10-2024,2,4,19759
7942,7943,13,18-11-2024,2,4,19759
7943,7944,13,20-03-2025,2,4,19759
7944,7945,13,15-01-2024,3,2,19759
7945,7946,13,01-02-2024,3,2,19759
7946,7947,13,20-03-2024,3,2,19759
7947,7948,13,15-04-2024,3,2,19759
7948,7949,13,06-05-2024,3,2,19759
7949,7950,13,14-06-2024,3,3,19759
7950,7951,13,18-07-2024,3,4,19759
7951,7952,13,17-08-2024,3,4,19759
7952,7953,13,24-09-2024,3,4,19759
7953,7954,13,22-10-2024,3,5,19759
7954,7955,13,14-11-2024,3,5,19759
7955,7956,13,17-03-2025,3,5,19759
7956,7957,13,17-01-2024,4,1,19759
7957,7958,13,21-02-2024,4,1,19759
7958,7959,13,18-03-2024,4,1,19759
7959,7960,13,02-04-2024,4,1,19759
7960,7961,13,09-05-2024,4,1,19759
7961,7962,13,29-06-2024,4,1,19759
7962,7963,13,26-07-2024,4,1,19759
7963,7964,13,18-08-2024,4,2,19759
7964,7965,13,04-09-2024,4,3,19759
7965,7966,13,24-10-2024,4,4,19759
7966,7967,13,21-11-2024,4,4,19759
7967,7968,13,26-07-2025,4,5,19759
7968,7969,13,02-01-2024,5,1,19759
7969,7970,13,19-02-2024,5,1,19759
7970,7971,13,29-03-2024,5,2,19759
7971,7972,13,29-04-2024,5,3,19759
7972,7973,13,16-05-2024,5,4,19759
7973,7974,13,28-06-2024,5,4,19759
7974,7975,13,26-07-2024,5,5,19759
7975,7976,13,28-08-2024,5,5,19759
7976,7977,13,04-09-2024,5,5,19759
7977,7978,13,29-10-2024,5,5,19759
7978,7979,13,21-11-2024,5,5,19759
7979,7980,13,04-04-2025,5,5,19759
7980,7981,13,25-01-2024,6,2,19759
7981,7982,13,08-02-2024,6,3,19759
7982,7983,13,24-03-2024,6,4,19759
7983,7984,13,13-04-2024,6,5,19759
7984,7985,13,09-05-2024,6,5,19759
7985,7986,13,13-06-2024,6,5,19759
7986,7987,13,05-07-2024,6,5,19759
7987,7988,13,28-08-2024,6,5,19759
7988,7989,13,25-09-2024,6,5,19759
7989,7990,13,09-10-2024,6,5,19759
7990,7991,13,07-11-2024,6,5,19759
7991,7992,13,28-05-2025,6,5,19759
7992,7993,13,27-01-2024,7,3,19759
7993,7994,13,13-02-2024,7,3,19759
7994,7995,13,18-03-2024,7,4,19759
7995,7996,13,12-04-2024,7,4,19759
7996,7997,13,20-05-2024,7,5,19759
7997,7998,13,22-06-2024,7,5,19759
7998,7999,13,18-07-2024,7,5,19759
7999,8000,13,31-08-2024,7,5,19759
8000,8001,13,16-09-2024,7,5,19759
8001,8002,13,06-10-2024,7,5,19759
8002,8003,13,24-11-2024,7,5,19759
8003,8004,13,16-08-2025,7,5,19759
8004,8005,13,27-01-2024,8,2,19759
8005,8006,13,08-02-2024,8,3,19759
8006,8007,13,12-03-2024,8,4,19759
8007,8008,13,14-04-2024,8,4,19759
8008,8009,13,21-05-2024,8,5,19759
8009,8010,13,25-06-2024,8,5,19759
8010,8011,13,11-07-2024,8,5,19759
8011,8012,13,10-08-2024,8,5,19759
8012,8013,13,17-09-2024,8,5,19759
8013,8014,13,14-10-2024,8,5,19759
8014,8015,13,20-11-2024,8,5,19759
8015,8016,13,16-07-2025,8,5,19759
8016,8017,13,30-01-2024,9,1,19759
8017,8018,13,23-02-2024,9,1,19759
8018,8019,13,16-03-2024,9,1,19759
8019,8020,13,11-04-2024,9,2,19759
8020,8021,13,02-05-2024,9,2,19759
8021,8022,13,30-06-2024,9,3,19759
8022,8023,13,05-07-2024,9,4,19759
8023,8024,13,26-08-2024,9,4,19759
8024,8025,13,28-09-2024,9,5,19759
8025,8026,13,28-10-2024,9,5,19759
8026,8027,13,19-11-2024,9,5,19759
8027,8028,13,04-09-2025,9,5,19759
8028,8029,13,04-01-2024,10,3,19759
8029,8030,13,08-02-2024,10,3,19759
8030,8031,13,31-03-2024,10,4,19759
8031,8032,13,20-04-2024,10,4,19759
8032,8033,13,12-05-2024,10,5,19759
8033,8034,13,19-06-2024,10,5,19759
8034,8035,13,02-07-2024,10,5,19759
8035,8036,13,07-08-2024,10,5,19759
8036,8037,13,29-09-2024,10,5,19759
8037,8038,13,29-10-2024,10,5,19759
8038,8039,13,01-11-2024,10,5,19759
8039,8040,13,12-11-2025,10,5,19759
8040,8041,13,15-01-2024,11,3,19759
8041,8042,13,07-02-2024,11,3,19759
8042,8043,13,31-03-2024,11,4,19759
8043,8044,13,01-04-2024,11,4,19759
8044,8045,13,16-05-2024,11,5,19759
8045,8046,13,30-06-2024,11,5,19759
8046,8047,13,27-07-2024,11,5,19759
8047,8048,13,01-08-2024,11,5,19759
8048,8049,13,03-09-2024,11,5,19759
8049,8050,13,19-10-2024,11,5,19759
8050,8051,13,03-11-2024,11,5,19759
8051,8052,13,25-07-2025,11,5,19759
8052,8053,13,12-01-2024,12,2,19759
8053,8054,13,14-02-2024,12,3,19759
8054,8055,13,21-03-2024,12,4,19759
8055,8056,13,23-04-2024,12,5,19759
8056,8057,13,09-05-2024,12,5,19759
8057,8058,13,10-06-2024,12,5,19759
8058,8059,13,07-07-2024,12,5,19759
8059,8060,13,12-08-2024,12,5,19759
8060,8061,13,05-09-2024,12,5,19759
8061,8062,13,09-10-2024,12,5,19759
8062,8063,13,19-11-2024,12,5,19759
8063,8064,13,03-06-2025,12,5,19759
8064,8065,13,31-01-2024,13,2,19759
8065,8066,13,18-02-2024,13,2,19759
8066,8067,13,29-03-2024,13,3,19759
8067,8068,13,19-04-2024,13,3,19759
8068,8069,13,11-05-2024,13,4,19759
8069,8070,13,19-06-2024,13,5,19759
8070,8071,13,16-07-2024,13,5,19759
8071,8072,13,03-08-2024,13,5,19759
8072,8073,13,20-09-2024,13,5,19759
8073,8074,13,31-10-2024,13,5,19759
8074,8075,13,21-11-2024,13,5,19759
8075,8076,13,02-07-2025,13,5,19759
8076,8077,13,21-01-2024,14,2,19759
8077,8078,13,14-02-2024,14,2,19759
8078,8079,13,15-03-2024,14,3,19759
8079,8080,13,09-04-2024,14,3,19759
8080,8081,13,24-05-2024,14,3,19759
8081,8082,13,23-06-2024,14,4,19759
8082,8083,13,05-07-2024,14,5,19759
8083,8084,13,18-08-2024,14,5,19759
8084,8085,13,22-09-2024,14,5,19759
8085,8086,13,07-10-2024,14,5,19759
8086,8087,13,18-11-2024,14,5,19759
8087,8088,13,04-04-2025,14,5,19759
8088,8089,13,18-01-2024,15,3,19759
8089,8090,13,12-02-2024,15,3,19759
8090,8091,13,09-03-2024,15,4,19759
8091,8092,13,05-04-2024,15,5,19759
8092,8093,13,12-05-2024,15,5,19759
8093,8094,13,30-06-2024,15,5,19759
8094,8095,13,13-07-2024,15,5,19759
8095,8096,13,01-08-2024,15,5,19759
8096,8097,13,02-09-2024,15,5,19759
8097,8098,13,06-10-2024,15,5,19759
8098,8099,13,14-11-2024,15,5,19759
8099,8100,13,08-09-2025,15,5,19759
8100,8101,13,09-01-2024,16,3,19759
8101,8102,13,11-02-2024,16,3,19759
8102,8103,13,10-03-2024,16,3,19759
8103,8104,13,18-04-2024,16,3,19759
8104,8105,13,05-05-2024,16,4,19759
8105,8106,13,04-06-2024,16,4,19759
8106,8107,13,27-07-2024,16,5,19759
8107,8108,13,29-08-2024,16,5,19759
8108,8109,13,06-09-2024,16,5,19759
8109,8110,13,01-10-2024,16,5,19759
8110,8111,13,21-11-2024,16,5,19759
8111,8112,13,28-02-2025,16,5,19759
8112,8113,13,23-01-2024,17,3,19759
8113,8114,13,17-02-2024,17,3,19759
8114,8115,13,20-03-2024,17,3,19759
8115,8116,13,10-04-2024,17,4,19759
8116,8117,13,07-05-2024,17,5,19759
8117,8118,13,28-06-2024,17,5,19759
8118,8119,13,18-07-2024,17,5,19759
8119,8120,13,20-08-2024,17,5,19759
8120,8121,13,06-09-2024,17,5,19759
8121,8122,13,25-10-2024,17,5,19759
8122,8123,13,02-11-2024,17,5,19759
8123,8124,13,01-09-2025,17,5,19759
8124,8125,13,11-01-2024,18,2,19759
8125,8126,13,09-02-2024,18,2,19759
8126,8127,13,10-03-2024,18,2,19759
8127,8128,13,07-04-2024,18,2,19759
8128,8129,13,01-05-2024,18,2,19759
8129,8130,13,11-06-2024,18,2,19759
8130,8131,13,16-07-2024,18,2,19759
8131,8132,13,05-08-2024,18,2,19759
8132,8133,13,09-09-2024,18,3,19759
8133,8134,13,16-10-2024,18,4,19759
8134,8135,13,16-11-2024,18,4,19759
8135,8136,13,31-03-2025,18,4,19759
8136,8137,13,10-01-2024,19,2,19759
8137,8138,13,23-02-2024,19,2,19759
8138,8139,13,08-03-2024,19,3,19759
8139,8140,13,26-04-2024,19,4,19759
8140,8141,13,29-05-2024,19,4,19759
8141,8142,13,27-06-2024,19,5,19759
8142,8143,13,14-07-2024,19,5,19759
8143,8144,13,18-08-2024,19,5,19759
8144,8145,13,27-09-2024,19,5,19759
8145,8146,13,28-10-2024,19,5,19759
8146,8147,13,03-11-2024,19,5,19759
8147,8148,13,16-02-2025,19,5,19759
8148,8149,13,28-01-2024,20,1,19759
8149,8150,13,07-02-2024,20,1,19759
8150,8151,13,13-03-2024,20,2,19759
8151,8152,13,22-04-2024,20,2,19759
8152,8153,13,26-05-2024,20,3,19759
8153,8154,13,07-06-2024,20,4,19759
8154,8155,13,03-07-2024,20,5,19759
8155,8156,13,03-08-2024,20,5,19759
8156,8157,13,04-09-2024,20,5,19759
8157,8158,13,01-10-2024,20,5,19759
8158,8159,13,08-11-2024,20,5,19759
8159,8160,13,14-10-2025,20,5,19759
8160,8161,13,28-01-2024,21,2,19759
8161,8162,13,01-02-2024,21,3,19759
8162,8163,13,09-03-2024,21,4,19759
8163,8164,13,29-04-2024,21,5,19759
8164,8165,13,16-05-2024,21,5,19759
8165,8166,13,03-06-2024,21,5,19759
8166,8167,13,19-07-2024,21,5,19759
8167,8168,13,21-08-2024,21,5,19759
8168,8169,13,13-09-2024,21,5,19759
8169,8170,13,29-10-2024,21,5,19759
8170,8171,13,10-11-2024,21,5,19759
8171,8172,13,24-11-2025,21,5,19759
8172,8173,13,21-01-2024,22,2,19759
8173,8174,13,26-02-2024,22,2,19759
8174,8175,13,29-03-2024,22,3,19759
8175,8176,13,24-04-2024,22,4,19759
8176,8177,13,29-05-2024,22,4,19759
8177,8178,13,05-06-2024,22,5,19759
8178,8179,13,04-07-2024,22,5,19759
8179,8180,13,10-08-2024,22,5,19759
8180,8181,13,30-09-2024,22,5,19759
8181,8182,13,10-10-2024,22,5,19759
8182,8183,13,15-11-2024,22,5,19759
8183,8184,13,17-09-2025,22,5,19759
8184,8185,13,10-01-2024,23,3,19759
8185,8186,13,25-02-2024,23,4,19759
8186,8187,13,02-03-2024,23,4,19759
8187,8188,13,08-04-2024,23,5,19759
8188,8189,13,31-05-2024,23,5,19759
8189,8190,13,05-06-2024,23,5,19759
8190,8191,13,31-07-2024,23,5,19759
8191,8192,13,14-08-2024,23,5,19759
8192,8193,13,30-09-2024,23,5,19759
8193,8194,13,06-10-2024,23,5,19759
8194,8195,13,25-11-2024,23,5,19759
8195,8196,13,06-10-2025,23,5,19759
8196,8197,13,04-01-2024,24,3,19759
8197,8198,13,09-02-2024,24,4,19759
8198,8199,13,31-03-2024,24,4,19759
8199,8200,13,17-04-2024,24,4,19759
8200,8201,13,07-05-2024,24,5,19759
8201,8202,13,10-06-2024,24,5,19759
8202,8203,13,15-07-2024,24,5,19759
8203,8204,13,29-08-2024,24,5,19759
8204,8205,13,06-09-2024,24,5,19759
8205,8206,13,19-10-2024,24,5,19759
8206,8207,13,08-11-2024,24,5,19759
8207,8208,13,10-10-2025,24,5,19759
8208,8209,13,12-01-2024,25,2,19759
8209,8210,13,16-02-2024,25,3,19759
8210,8211,13,24-03-2024,25,3,19759
8211,8212,13,25-04-2024,25,4,19759
8212,8213,13,27-05-2024,25,4,19759
8213,8214,13,26-06-2024,25,4,19759
8214,8215,13,24-07-2024,25,5,19759
8215,8216,13,19-08-2024,25,5,19759
8216,8217,13,27-09-2024,25,5,19759
8217,8218,13,02-10-2024,25,5,19759
8218,8219,13,10-11-2024,25,5,19759
8219,8220,13,31-12-2024,25,5,19759
8220,8221,13,15-01-2024,26,2,19759
8221,8222,13,17-02-2024,26,3,19759
8222,8223,13,28-03-2024,26,4,19759
8223,8224,13,19-04-2024,26,5,19759
8224,8225,13,03-05-2024,26,5,19759
8225,8226,13,21-06-2024,26,5,19759
8226,8227,13,20-07-2024,26,5,19759
8227,8228,13,05-08-2024,26,5,19759
8228,8229,13,19-09-2024,26,5,19759
8229,8230,13,05-10-2024,26,5,19759
8230,8231,13,15-11-2024,26,5,19759
8231,8232,13,09-05-2025,26,5,19759
8232,8233,13,06-01-2024,27,1,19759
8233,8234,13,29-02-2024,27,1,19759
8234,8235,13,30-03-2024,27,2,19759
8235,8236,13,13-04-2024,27,3,19759
8236,8237,13,19-05-2024,27,4,19759
8237,8238,13,14-06-2024,27,5,19759
8238,8239,13,08-07-2024,27,5,19759
8239,8240,13,15-08-2024,27,5,19759
8240,8241,13,07-09-2024,27,5,19759
8241,8242,13,20-10-2024,27,5,19759
8242,8243,13,23-11-2024,27,5,19759
8243,8244,13,21-04-2025,27,5,19759
8244,8245,13,15-01-2024,28,2,19759
8245,8246,13,19-02-2024,28,2,19759
8246,8247,13,25-03-2024,28,2,19759
8247,8248,13,07-04-2024,28,2,19759
8248,8249,13,11-05-2024,28,2,19759
8249,8250,13,12-06-2024,28,3,19759
8250,8251,13,19-07-2024,28,3,19759
8251,8252,13,12-08-2024,28,4,19759
8252,8253,13,27-09-2024,28,5,19759
8253,8254,13,21-10-2024,28,5,19759
8254,8255,13,14-11-2024,28,5,19759
8255,8256,13,10-01-2025,28,5,19759
8256,8257,13,23-01-2024,29,1,19759
8257,8258,13,08-02-2024,29,1,19759
8258,8259,13,14-03-2024,29,1,19759
8259,8260,13,28-04-2024,29,1,19759
8260,8261,13,06-05-2024,29,2,19759
8261,8262,13,21-06-2024,29,2,19759
8262,8263,13,15-07-2024,29,3,19759
8263,8264,13,03-08-2024,29,4,19759
8264,8265,13,22-09-2024,29,5,19759
8265,8266,13,09-10-2024,29,5,19759
8266,8267,13,20-11-2024,29,5,19759
8267,8268,13,20-08-2025,29,5,19759
8268,8269,13,04-01-2024,30,3,19759
8269,8270,13,17-02-2024,30,4,19759
8270,8271,13,13-03-2024,30,4,19759
8271,8272,13,29-04-2024,30,4,19759
8272,8273,13,18-05-2024,30,5,19759
8273,8274,13,08-06-2024,30,5,19759
8274,8275,13,23-07-2024,30,5,19759
8275,8276,13,26-08-2024,30,5,19759
8276,8277,13,09-09-2024,30,5,19759
8277,8278,13,13-10-2024,30,5,19759
8278,8279,13,29-11-2024,30,5,19759
8279,8280,13,30-08-2025,30,5,19759
8280,8281,13,02-01-2024,31,2,19759
8281,8282,13,13-02-2024,31,2,19759
8282,8283,13,16-03-2024,31,3,19759
8283,8284,13,26-04-2024,31,4,19759
8284,8285,13,22-05-2024,31,5,19759
8285,8286,13,11-06-2024,31,5,19759
8286,8287,13,01-07-2024,31,5,19759
8287,8288,13,28-08-2024,31,5,19759
8288,8289,13,10-09-2024,31,5,19759
8289,8290,13,21-10-2024,31,5,19759
8290,8291,13,18-11-2024,31,5,19759
8291,8292,13,12-11-2025,31,5,19759
8292,8293,13,27-01-2024,32,1,19759
8293,8294,13,13-02-2024,32,1,19759
8294,8295,13,20-03-2024,32,1,19759
8295,8296,13,03-04-2024,32,2,19759
8296,8297,13,07-05-2024,32,3,19759
8297,8298,13,30-06-2024,32,4,19759
8298,8299,13,05-07-2024,32,4,19759
8299,8300,13,20-08-2024,32,5,19759
8300,8301,13,13-09-2024,32,5,19759
8301,8302,13,27-10-2024,32,5,19759
8302,8303,13,19-11-2024,32,5,19759
8303,8304,13,18-01-2025,32,5,19759
8304,8305,13,17-01-2024,33,2,19759
8305,8306,13,23-02-2024,33,2,19759
8306,8307,13,31-03-2024,33,2,19759
8307,8308,13,29-04-2024,33,2,19759
8308,8309,13,25-05-2024,33,2,19759
8309,8310,13,14-06-2024,33,2,19759
8310,8311,13,17-07-2024,33,2,19759
8311,8312,13,14-08-2024,33,2,19759
8312,8313,13,08-09-2024,33,2,19759
8313,8314,13,28-10-2024,33,2,19759
8314,8315,13,07-11-2024,33,2,19759
8315,8316,13,14-11-2025,33,3,19759
8316,8317,13,15-01-2024,34,3,19759
8317,8318,13,15-02-2024,34,4,19759
8318,8319,13,30-03-2024,34,4,19759
8319,8320,13,22-04-2024,34,4,19759
8320,8321,13,26-05-2024,34,4,19759
8321,8322,13,11-06-2024,34,5,19759
8322,8323,13,12-07-2024,34,5,19759
8323,8324,13,19-08-2024,34,5,19759
8324,8325,13,23-09-2024,34,5,19759
8325,8326,13,20-10-2024,34,5,19759
8326,8327,13,20-11-2024,34,5,19759
8327,8328,13,11-10-2025,34,5,19759
8328,8329,13,30-01-2024,35,1,19759
8329,8330,13,07-02-2024,35,1,19759
8330,8331,13,27-03-2024,35,2,19759
8331,8332,13,26-04-2024,35,2,19759
8332,8333,13,06-05-2024,35,2,19759
8333,8334,13,23-06-2024,35,3,19759
8334,8335,13,22-07-2024,35,3,19759
8335,8336,13,18-08-2024,35,3,19759
8336,8337,13,19-09-2024,35,3,19759
8337,8338,13,01-10-2024,35,4,19759
8338,8339,13,01-11-2024,35,5,19759
8339,8340,13,08-02-2025,35,5,19759
8340,8341,13,04-01-2024,36,3,19759
8341,8342,13,02-02-2024,36,3,19759
8342,8343,13,02-03-2024,36,3,19759
8343,8344,13,18-04-2024,36,4,19759
8344,8345,13,07-05-2024,36,5,19759
8345,8346,13,23-06-2024,36,5,19759
8346,8347,13,20-07-2024,36,5,19759
8347,8348,13,30-08-2024,36,5,19759
8348,8349,13,30-09-2024,36,5,19759
8349,8350,13,20-10-2024,36,5,19759
8350,8351,13,14-11-2024,36,5,19759
8351,8352,13,13-11-2025,36,5,19759
8352,8353,13,04-01-2024,37,1,19759
8353,8354,13,08-02-2024,37,2,19759
8354,8355,13,01-03-2024,37,3,19759
8355,8356,13,17-04-2024,37,4,19759
8356,8357,13,10-05-2024,37,4,19759
8357,8358,13,29-06-2024,37,4,19759
8358,8359,13,06-07-2024,37,5,19759
8359,8360,13,03-08-2024,37,5,19759
8360,8361,13,13-09-2024,37,5,19759
8361,8362,13,19-10-2024,37,5,19759
8362,8363,13,03-11-2024,37,5,19759
8363,8364,13,13-04-2025,37,5,19759
8364,8365,13,13-01-2024,38,3,19759
8365,8366,13,03-02-2024,38,3,19759
8366,8367,13,17-03-2024,38,3,19759
8367,8368,13,24-04-2024,38,3,19759
8368,8369,13,05-05-2024,38,4,19759
8369,8370,13,24-06-2024,38,5,19759
8370,8371,13,01-07-2024,38,5,19759
8371,8372,13,30-08-2024,38,5,19759
8372,8373,13,14-09-2024,38,5,19759
8373,8374,13,11-10-2024,38,5,19759
8374,8375,13,10-11-2024,38,5,19759
8375,8376,13,12-05-2025,38,5,19759
8376,8377,13,03-01-2024,39,2,19759
8377,8378,13,14-02-2024,39,3,19759
8378,8379,13,11-03-2024,39,3,19759
8379,8380,13,02-04-2024,39,4,19759
8380,8381,13,19-05-2024,39,5,19759
8381,8382,13,26-06-2024,39,5,19759
8382,8383,13,13-07-2024,39,5,19759
8383,8384,13,24-08-2024,39,5,19759
8384,8385,13,09-09-2024,39,5,19759
8385,8386,13,05-10-2024,39,5,19759
8386,8387,13,15-11-2024,39,5,19759
8387,8388,13,08-03-2025,39,5,19759
8388,8389,13,26-01-2024,40,1,19759
8389,8390,13,13-02-2024,40,2,19759
8390,8391,13,28-03-2024,40,2,19759
8391,8392,13,21-04-2024,40,3,19759
8392,8393,13,15-05-2024,40,3,19759
8393,8394,13,27-06-2024,40,3,19759
8394,8395,13,29-07-2024,40,3,19759
8395,8396,13,20-08-2024,40,4,19759
8396,8397,13,17-09-2024,40,5,19759
8397,8398,13,14-10-2024,40,5,19759
8398,8399,13,26-11-2024,40,5,19759
8399,8400,13,20-05-2025,40,5,19759
8400,8401,13,27-01-2024,41,2,19759
8401,8402,13,17-02-2024,41,2,19759
8402,8403,13,16-03-2024,41,3,19759
8403,8404,13,26-04-2024,41,3,19759
8404,8405,13,05-05-2024,41,4,19759
8405,8406,13,09-06-2024,41,4,19759
8406,8407,13,18-07-2024,41,4,19759
8407,8408,13,23-08-2024,41,5,19759
8408,8409,13,11-09-2024,41,5,19759
8409,8410,13,12-10-2024,41,5,19759
8410,8411,13,29-11-2024,41,5,19759
8411,8412,13,31-05-2025,41,5,19759
8412,8413,13,07-01-2024,42,1,19759
8413,8414,13,08-02-2024,42,2,19759
8414,8415,13,26-03-2024,42,2,19759
8415,8416,13,01-04-2024,42,3,19759
8416,8417,13,12-05-2024,42,4,19759
8417,8418,13,29-06-2024,42,5,19759
8418,8419,13,28-07-2024,42,5,19759
8419,8420,13,14-08-2024,42,5,19759
8420,8421,13,29-09-2024,42,5,19759
8421,8422,13,21-10-2024,42,5,19759
8422,8423,13,25-11-2024,42,5,19759
8423,8424,13,11-09-2025,42,5,19759
8424,8425,13,18-01-2024,43,1,19759
8425,8426,13,22-02-2024,43,1,19759
8426,8427,13,04-03-2024,43,2,19759
8427,8428,13,22-04-2024,43,3,19759
8428,8429,13,19-05-2024,43,3,19759
8429,8430,13,07-06-2024,43,3,19759
8430,8431,13,20-07-2024,43,4,19759
8431,8432,13,11-08-2024,43,5,19759
8432,8433,13,15-09-2024,43,5,19759
8433,8434,13,17-10-2024,43,5,19759
8434,8435,13,27-11-2024,43,5,19759
8435,8436,13,04-08-2025,43,5,19759
8436,8437,13,02-01-2024,44,3,19759
8437,8438,13,16-02-2024,44,4,19759
8438,8439,13,14-03-2024,44,5,19759
8439,8440,13,18-04-2024,44,5,19759
8440,8441,13,18-05-2024,44,5,19759
8441,8442,13,19-06-2024,44,5,19759
8442,8443,13,14-07-2024,44,5,19759
8443,8444,13,22-08-2024,44,5,19759
8444,8445,13,20-09-2024,44,5,19759
8445,8446,13,26-10-2024,44,5,19759
8446,8447,13,09-11-2024,44,5,19759
8447,8448,13,22-03-2025,44,5,19759
8448,8449,13,16-01-2024,45,3,19759
8449,8450,13,09-02-2024,45,3,19759
8450,8451,13,17-03-2024,45,3,19759
8451,8452,13,07-04-2024,45,4,19759
8452,8453,13,23-05-2024,45,4,19759
8453,8454,13,10-06-2024,45,4,19759
8454,8455,13,20-07-2024,45,4,19759
8455,8456,13,06-08-2024,45,5,19759
8456,8457,13,01-09-2024,45,5,19759
8457,8458,13,13-10-2024,45,5,19759
8458,8459,13,01-11-2024,45,5,19759
8459,8460,13,21-02-2025,45,5,19759
8460,8461,13,05-01-2024,46,1,19759
8461,8462,13,22-02-2024,46,1,19759
8462,8463,13,25-03-2024,46,2,19759
8463,8464,13,29-04-2024,46,2,19759
8464,8465,13,10-05-2024,46,2,19759
8465,8466,13,11-06-2024,46,2,19759
8466,8467,13,09-07-2024,46,2,19759
8467,8468,13,17-08-2024,46,3,19759
8468,8469,13,11-09-2024,46,4,19759
8469,8470,13,18-10-2024,46,4,19759
8470,8471,13,11-11-2024,46,4,19759
8471,8472,13,15-02-2025,46,4,19759
8472,8473,13,06-01-2024,47,3,19759
8473,8474,13,15-02-2024,47,4,19759
8474,8475,13,29-03-2024,47,4,19759
8475,8476,13,23-04-2024,47,4,19759
8476,8477,13,20-05-2024,47,4,19759
8477,8478,13,22-06-2024,47,5,19759
8478,8479,13,08-07-2024,47,5,19759
8479,8480,13,12-08-2024,47,5,19759
8480,8481,13,03-09-2024,47,5,19759
8481,8482,13,03-10-2024,47,5,19759
8482,8483,13,02-11-2024,47,5,19759
8483,8484,13,31-12-2024,47,5,19759
8484,8485,13,29-01-2024,48,2,19759
8485,8486,13,20-02-2024,48,2,19759
8486,8487,13,08-03-2024,48,2,19759
8487,8488,13,21-04-2024,48,2,19759
8488,8489,13,26-05-2024,48,2,19759
8489,8490,13,13-06-2024,48,2,19759
8490,8491,13,10-07-2024,48,3,19759
8491,8492,13,23-08-2024,48,3,19759
8492,8493,13,21-09-2024,48,3,19759
